index,公司,摘要,日期,媒体,强悲观,弱悲观,中性,弱乐观,强乐观
33946,北京华联商厦,超百亿销售额中的瑕疵 全球“店王”SKP收到一张罚单2021年11月4日? 值得一提的是，今年9月24日，北京华联商厦股份有限公司发布公告称，公司将与北京SKP共同出资设立一家商业运营公司，出资份额分别占30%和70%，新设公司将主要承租并运营位于北京市朝,11月4日,人民资讯,0.1,0.6,0.3,0,0
33947,北京华联商厦,"影响2021|商超十大事件:老品牌转型求生,新业态引领消费情怀难抵业态老旧，北京华联商厦望京店、宁波新华联商厦、广州王府井百货、沃尔玛中国大陆首店等相继告别。告别也意味着有机会“升级重生”，部分老牌百货升级商业综合体，多",,新京报,0.3,0.6,0.1,0,0
33948,北京华联商厦,华联股份2020年净利润预计同比下降33.53%-54.3% - 新京报2021年1月29日? 华联股份2020年净利润预计同比下降33.53%-54.3% 新京报讯（记者 王琳）1月29日，北京华联商厦股份有限公司（简称“华联股份”）发布业绩预告，2020年归属于上,1月29日,新京报,0.3,0.6,0.1,0,0
33949,北京华联商厦,消费复苏 华联股份一季度营收同比增长62.52% - 新浪财经消费复苏 华联股份一季度营收同比增长62.52% 来源：北京商报 北京商报讯（记者 赵述评 刘卓澜）4月28日晚，北京华联商厦股份有限公司（以下简称“华联股份”）发布2021年第一,4月28日,新浪财经,0,0,0.1,0.6,0.3
33950,北京华联商厦,视频|100秒看2021商超十大事件2021年12月28日? 视频｜100秒看2021商超十大事件 来源：新京报 原标题：视频|100秒看2021商超十大事件 2021年，传统百货、超市业态变革加剧。情怀难抵业态老旧，北京华联商厦望京店、宁波新华联商,12月28日,新浪财经,0.2,0.2,0.4,0.1,0.1
33951,北京华联商厦,550万增持11%股权 华联股份成第一太平控股股东 - 北京商报2021年7月29日? 550万增持11%股权 华联股份成第一太平控股股东 北京商报讯（记者 刘卓澜）7月29日，北京华联商厦股份有限公司（以下简称“华联股份）发布关于收购第一太平股权,7月29日,北京商报,0,0,0.2,0.3,0.5
33952,北京华联商厦,华联股份2020年净利润至少同比下跌33.53%2021年1月29日? 华联股份2020年净利润至少同比下跌33.53% 来源：北京商报 北京商报讯（记者 赵述评 刘卓澜）1月29日，北京华联商厦股份有限公司（以下简称“华联股份”）发布2,1月29日,新浪财经,0.2,0.5,0.3,0,0
33953,北京华联商厦,"A股:吸收合并,6家公司“吸收合并”等公告2021年7月30日? A股：吸收合并，6家公司“吸收合并”等公告 一、华联股份：关于收购第一太平股权的公告 近日北京华联商厦股份有限公司（以下简称“公司”）与嘉茂宸管理顾问咨询（北京）有限公司（",7月30日,老红财经,0,0,0.2,0.8,0
33956,北京华联商厦,华联股份回应低股价:目前没有回购安排 - 乐居财经2021年1月15日? 上市后，华联股份的股价从每股3元左右，一度涨到了最高价12.29元。目前公司的股价是每股1.82元。北京华联商厦股份有限公司主要从事购物中心运营管理业务、影院,1月15日,乐居财经,0.1,0.5,0.4,0,0
33957,北京华联商厦,华联股份:董事郭丽荣辞职 - 每日经济新闻2021年4月19日? 华联股份：董事郭丽荣辞职 每经AI快讯，华联股份（SZ 000882，收盘价：1.9元）4月19日晚间发布公告称，北京华联商厦股份有限公司董事会近日收到公司董事郭丽荣,4月19日,每日经济新闻,0,0,0.9,0.1,0
33958,北京华联商厦,“捡漏”城市更新:华平投资6亿美元加码内地资产布局 - 凤...2021年7月6日? 资本蜂拥城市更新的理由，是目前国内资产还算便宜。“最近三年是收购不良资产的机会。”郁敏珺自嘲，锦和擅长在市中心收破烂货。以北京华联商厦改造为例，锦和,7月6日,凤凰网房产,0.05,0.15,0.5,0.25,0.05
33960,北京华联商厦,"北京华联综超新增两起被执行人信息,执行标的合计超36万元 ...2021年2月25日? 十大股东信息显示，北京华联集团投资控股有限公司为该公司第一大股东，持股比例29.17%。其他股东还包含中国证券金融股份有限公司、北京华联商厦股份有限公司、",2月25日,界面新闻,0.3,0.2,0.4,0.05,0.05
33962,北京华联商厦,"一文扫描中国内地30家房企100+商业产品线! - 铱星云商
2021年7月2日 据了解,北京华联集团的购物中心业务由北京华联商厦股份有限公司(简称:华联股份)具体运营,目前已在国内13个中心城市拥有超过40家购物中心,总面积225余万平方米。截至2020年12月31日,...
铱星云商",7月2日,,0,0,0.9,0.1,0
33972,北京华联商厦,"北京最后一家华联商厦将停业,情怀难抵业态老旧 - 新京报2021年9月29日? 9月28日，新京报记者来到北京华联商厦望京店探访，1至3层的商户几乎都在打折甩卖，部分店面已撤柜。有的商户称“会回来”，有的商户则表示改造后是否回归是个未知数。目前北京华联",9月29日,新京报,0.1,0.4,0.3,0.15,0.05
33973,北京华联商厦,"北京最后一家华联商厦将停业,情怀难抵业态老旧 - 新浪财经2021年9月29日? 9月28日，新京报记者来到北京华联商厦望京店探访，1至3层的商户几乎都在打折甩卖，部分店面已撤柜。有的商户称“会回来”，有的商户则表示改造后是否回归是个未知数。目前北京华联",9月29日,新浪财经,0.4,0.3,0.2,0.05,0.05
33974,北京华联商厦,"北京最后一家华联商厦9月30日16时闭店,商户已陆续撤柜 - ...2021年10月1日? 北京华联商厦望京店将于9月30日16时闭店。新京报记者 张洁 摄 新京报记者探访发现，最后一天营业，仍有不少消费者陆续来店内挑选商品，有消费者手拎多个购物袋，其中一消费者称，“",9月30日,消费研究所,0.1,0.6,0.3,0,0
33975,北京华联商厦,"北京最后一家华联商厦9月30日16时闭店,商户已陆续撤柜 - ...2021年9月30日? 北京华联商厦望京店将于9月30日16时闭店。新京报记者 张洁 摄 新京报记者探访发现，最后一天营业，仍有不少消费者陆续来店内挑选商品，有消费者手拎多个购物袋",9月30日,新京报,0.1,0.6,0.3,0,0
33977,北京华联商厦,北京再无华联商厦!最后一店月底关 - 金融界对于华联商厦望京店以及百货业态的去留问题，北京商报记者联系了华联股份（全称为：北京华联商厦股份有限公司）董秘，其表示并不清楚公司百货业态规划，目前华联股份覆盖的项,,金融界,0.5,0.3,0.1,0.05,0.05
33979,北京华联商厦,"华联股份与北京SKP成立合资公司 新项目选址北苑路,开业时...2021年9月23日? 北京商报讯（记者? 刘卓澜）9月23日，北京华联商厦股份有限公司（以下简称“华联股份”）发布公告称，华联股份与北京华联（SKP）百货有限公司（以下简称“北京",9月23日,北京商报,0,0,0.3,0.6,0.1
33981,北京华联商厦,超百亿销售额中的瑕疵 全球“店王”SKP收到一张罚单2021年11月4日? 值得一提的是，今年9月24日，北京华联商厦股份有限公司发布公告称，公司将与北京SKP共同出资设立一家商业运营公司，出资份额分别占30%和70%，新设公司将主要承,11月4日,华夏时报,0.1,0.6,0.3,0,0
33982,湖南电广传媒,电广传媒修改公司章程:增添多项文旅、酒店、广告等业务范围2021年9月8日? 9月7日，湖南电广传媒股份有限公司就其公司董事会一项决议发布了公告说明。经前一日召开的会议中审议通过《关于修改<公司章程>的议案》，值得注意的是，新修订的公司章程中增添了更,9月8日,百家号,0,0.1,0.7,0.2,0
33986,湖南电广传媒,"有线电视业务剥离后,电广传媒半年净利转亏为盈达4.71亿元2021年8月31日? 8月27日，湖南电广传媒股份有限公司发布了其2021年上半年的业绩报告。经DVBCN的梳理，上半年电广传媒共实现营业收入为21.83亿元，与2020年同期比较减少了11.17%，上年同期为24.58亿",8月31日,DVBCN,0,0,0.2,0.3,0.5
33990,湖南电广传媒,"电广传媒法人变更为王艳忠,经营范围新增游乐园服务等电广传媒法人变更为王艳忠，经营范围新增游乐园服务等 乐居财经 邓如菲 10月27日，湖南电广传媒股份有限公司（以下简称“电广传媒”）发生工商变更，法定代表人由陈刚变更为",10月27日,乐居财经,0,0.1,0.7,0.2,0
33994,湖南电广传媒,电广传媒:为控股子公司韵洪传播1.5亿元贷款提供担保 - 每...2021年3月5日? 每经AI快讯，电广传媒（SZ 000917，最新价：4.65元）3月5日午间发布公告称，湖南电广传媒股份有限公司控股子公司韵洪传播科技（广州）有限公司拟向2家银行机构申请综合授信合计金额,3月5日,百家号,0,0,1,0,0
33995,湖南电广传媒,"电广传媒2020年亏损15亿元,今年Q1预计最高转盈2200万元2021年4月16日? 4月14日，湖南电广传媒股份有限公司发布了2020年度业绩快报。快报显示，2020年电广传媒共实现营业总收入为59.44亿元人民币，与2019年同比减少了16.00%，上年同期为70.77亿元。其归",4月16日,DVBCN,0.3,0.2,0.2,0.2,0.1
33996,湖南电广传媒,湖南电广传媒股份有限公司 关于参加2021年湖南辖区上市公...2021年9月23日? 湖南电广传媒股份有限公司 关于参加2021年湖南辖区上市公司 投资者网上集体接待日活动的公告 「本文来源：证券日报」股票代码：000917?? 股票简称：电广传媒?? 公告编号：2021-38,9月23日,人民资讯,0,0,0.8,0.15,0.05
33999,湖南电广传媒,持续转亏为盈!电广传媒前三季度预计净利为4.6亿～4.9亿元2021年10月18日? 持续转亏为盈！电广传媒前三季度预计净利为4.6亿～4.9亿元 10月14日，湖南电广传媒股份有限公司公示了其2021年前三季度的业绩预告。信息显示，今年前三季度的业绩中，电广传媒归属,10月18日,DVBCN,0,0,0.2,0.4,0.4
34000,湖南电广传媒,林恒求带领汨罗考察团赴湖南电广传媒洽谈文旅产业合作岳阳日报全媒体讯（谢建）12月27日下午，汨罗市委副书记、市长林恒求带队前往湖南电广传媒股份有限公司（以下简称湖南电广传媒），对接洽谈文旅产业合作事宜。副市长付文勇，市文旅广电局、屈子文,12月27日,岳阳日报客户端,0,0,0.2,0.6,0.2
34002,湖南电广传媒,湖南电广传媒牵手“罗中立奖学金” 助力青年艺术家成长2021年12月5日? 「本文来源：红网」12月4日， 2021年度“罗中立奖学金”在四川美术学院揭晓，著名画家罗中立为五位获奖者颁奖。活动现场，湖南电广传媒股份有限公司还与“罗中立奖学金”达成了长期,12月5日,人民资讯,0,0,0.2,0.7,0.1
34010,湖南电广传媒,"助力当代艺术,打造青春榜样——湖南电广传媒与罗中立奖学...2021年12月5日? 与往届不同的是，湖南广电旗下的湖南电广传媒股份有限公司从今年开始，与罗中立奖学金达成长期战略合作关系， 共同推进罗中立奖学金的发展。湖南电广传媒股份有限公司董事长王艳忠",12月5日,湖南日报,0.05,0.15,0.3,0.4,0.1
34011,湖南电广传媒,湖南电广传媒股份有限公司 关于2020年年报问询函回复的公...2021年7月20日? 湖南电广传媒股份有限公司（以下简称“公司”）已按深交所要求回复《关于对湖南电广传媒股份有限公司2020年年报的问询函》（公司部年报问询函〔2021〕第 513 号），现将相关内容披,7月20日,人民资讯,0,0,1,0,0
34016,湖南电广传媒,王艳忠出任电广传媒董事长 - 三言财经王艳忠出任电广传媒董事长 三言财经7月4日消息，湖南电广传媒股份有限公司今日公告，第六届董事会第十五次会议于2021年7月2日在公司以通讯方式召开，经与会董事审议，董事会,7月4日,三言科技,0,0,0.8,0.1,0.1
34017,湖南电广传媒,"受湖南有线亏损影响,电广传媒2020年业绩预亏13亿~19亿元2021年2月1日? 1月29日，湖南电广传媒股份有限公司发布的2020年度业绩预告显示，2020年电广传媒营业收入为53亿元～63亿元，而2019年同期为70.77亿元；其归属于上市公司股东的",2月1日,DVBCN,0.6,0.3,0.05,0.05,0
34032,山东晨鸣纸业,"别看前三季度晨鸣纸业净利润20多亿,造纸这种传统行业还是...2021年11月13日? 山东晨鸣纸业集团股份有限公司（简称晨鸣纸业）总部位于山东寿光，是以制浆、造纸为主的现代化大型综合企业集团。晨鸣纸业在国内造纸行业内的地位是相当重要的，2020年营收达307亿",11月13日,苕国土鱼,0,0,0.3,0.6,0.1
34034,山东晨鸣纸业,"328亿短期借款压顶,造纸龙头晨鸣纸业如何纾困? - 新浪财经2021年4月15日? 净利润实现17.12亿元，但一大半是政府补助贡献的，山东晨鸣纸业集团股份有限公司（下称“晨鸣纸业”，000488SZ）2020年饱受高额财务费用和信用减值损失的困扰。近日，晨鸣纸业公布",4月15日,新浪财经,0.3,0.4,0.2,0.05,0.05
34043,山东晨鸣纸业,山东晨鸣纸业集团股份有限公司因未按要求披露信息被通报12月15日，据信息平台公布， 2021年9月至11月开展商业承兑汇票业务或有商业承兑汇票余额，且连续 3个月未按要求完整披露承兑信用信息的承兑人名单中，潍坊20多家企业上榜，其中山东晨鸣纸业集团股,12月15日,潍坊网事,0.3,0.6,0.1,0,0
34046,山东晨鸣纸业,财经知识:纸业龙头股票有哪些? - 老徐讲财经2021年3月14日? 截至2020年9月底，太阳纸业的营业收入为156.39亿元，同比增长-4.65%，净利润为13.82亿元，同比增长-6.93%，公司市值400多亿元。第二、晨鸣纸业 山东晨鸣纸业是中国造纸龙头企业，中,3月14日,老徐讲财经,0.1,0.2,0.5,0.15,0.05
34054,山东晨鸣纸业,晨鸣纸业获建信投资战略入股 优化资本结构又下一城 - 金融界据《山东晨鸣纸业集团股份有限公司关于控股子公司增资扩股暨引进战略投资者的公告》，“公司拟引进建信金融资产投资有限公司（代表建信投资-山东发展债转股投资计划）和西证,,金融界,0.05,0.1,0.2,0.5,0.15
34056,山东晨鸣纸业,"晨鸣纸业:国内纸业龙头,或受益近期纸价接连上涨 - 金融界A股造纸板块中，山东晨鸣纸业集团股份有限公司（股票简称：晨鸣纸业 股票代码：000488）为行业龙头、世界纸业10强企业，此前，晨鸣纸业曾发公告，5月中上旬对文化纸机台停机",,金融界,0,0,0.3,0.6,0.1
34057,山东晨鸣纸业,山东晨鸣纸业集团股份有限公司招聘信息-寿光人才网推荐单...2021年7月6日? 山东晨鸣纸业集团股份有限公司招聘岗位：资金会计 [1人]全职 、面议|寿光/洛城|经验不限|大专 面点厨师 [5人]全职 、3千8-5千/月|寿光/洛城|经验不限|学历不限 楼层服务员 [2人]全职,7月6日,寿光人才网,0,0,1,0,0
34059,山东晨鸣纸业,山东晨鸣纸业集团股份有限公司 关于第二期优先股赎回结果...2021年8月19日? 证券代码： 000488? 200488?? 证券简称：晨鸣纸业? 晨鸣B? 公告编号：2021-074 山东晨鸣纸业集团股份有限公司关于 境内上市外资股转换上市地以转换方式 在香港联合交易所有限公司主,8月19日,人民资讯,0.05,0.1,0.75,0.05,0.05
34060,山东晨鸣纸业,"陈刚接棒,中国造纸龙头企业晨鸣纸业更换轮值总经理 - 泰山...8日，山东晨鸣纸业集团股份有限公司（晨鸣纸业.000488.SZ）公告称，因公司现任董事兼总经理李峰轮值时间已到期，经董事长陈洪国提名，董事会提名委员会审核，聘任陈刚为新一",,泰山财经,0,0,0.8,0.1,0.1
34061,山东晨鸣纸业,浆纸一体战略再获资本认可 晨鸣纸业获川发投资战投 - 金融界晨鸣纸业称，为积极稳妥地降低公司资产负债率，优化资本结构，增强公司整体资本实力和竞争力，山东晨鸣纸业集团股份有限公司（以下简称“公司”或“晨鸣纸业”）拟引进北京川,,金融界,0,0,0.2,0.3,0.5
34065,山东晨鸣纸业,山东晨鸣纸业集团股份有限公司 关于子公司收到政府补助的...为进一步贯彻落实国家关于走生态优先、绿色发展之路的要求和湖北省长江经济带生态保护绿色发展的决定，基于山东晨鸣纸业集团股份有限公司（以下简称“公司” ）子公司黄冈晨鸣浆纸有限公司（以下,,人民资讯,0.05,0.1,0.2,0.6,0.05
34075,山东晨鸣纸业,毛利率下滑 超300亿短债压顶!晨鸣纸业如何化解债务压力? -...2021年7月23日? 2021年上半年交出亮眼业绩预告的山东晨鸣纸业集团股份有限公司(下称晨鸣纸业，000488.SZ)，近年毛利率却在持续下滑。数据显示，晨鸣纸业预计2021年上半年归母,7月23日,中金在线,0.4,0.3,0.2,0.05,0.05
34077,山东晨鸣纸业,晨鸣纸业拟赎回22.5亿优先股 释放企业发展活力 - 人民资讯2021年2月19日? 晨鸣纸业拟赎回22.5亿优先股  释放企业发展活力 2月18日，山东晨鸣纸业集团股份有限公司（以下简称“晨鸣纸业”）发布《关于赎回第一期优先股的第一次提示性,2月19日,人民资讯,0,0,0.7,0.2,0.1
34078,山东晨鸣纸业,"晨鸣纸业:子公司湛江晨鸣获得政府补助共计1802.80万元 - ...
2021年6月25日 晨鸣纸业：子公司湛江晨鸣获得政府补助共计1802.80万元 每经AI快讯，晨鸣纸业（SZ 000488，收盘价：8.68元）6月25日晚间发布公告称，山东晨鸣纸业集团股份有限...
每日经济新闻",6月25日,,0,0,0.2,0.6,0.2
34080,山东晨鸣纸业,山东晨鸣纸业集团股份有限公司 2020年度股东大会决议公告 ...2021年6月19日? 证券代码：000488? 200488?? 证券简称：晨鸣纸业? 晨鸣B?? 公告编号：2021-044 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。,6月19日,人民资讯,0.1,0.1,0.6,0.15,0.05
34083,棕榈生态城镇发展,“五产”融合 为文旅产业高质量发展注入新动能 - 中华工商网2021年2月8日? “我们的项目在开发、建设和运营阶段坚持守住发展和生态两条底线，希望既有‘绿水青山’，也有‘金山银山’。”棕榈生态城镇发展股份有限公司（简称：棕榈股份,2月8日,中华工商网,0.05,0.1,0.6,0.2,0.05
34085,棕榈生态城镇发展,"棕榈股份上半年营收同比增长59.30%,但净利润同比下降44.34...2021年8月28日? 8月27日，棕榈生态城镇发展股份有限公司发布2021年半年报，本报告期内，实现营业收入27.69亿元，同比增长59.30%，实现归属于上市公司股东的净利润1,573.92万元，同比下降44.34%。另",8月28日,河南商报,0.1,0.6,0.2,0.05,0.05
34087,棕榈生态城镇发展,棕榈股份与封丘县人民政府、新乡市沿黄投资集团签署共建沿...2021年9月14日? 9月10日，河南省新乡市封丘县人民政府、新乡沿黄生态投资集团有限公司与棕榈生态城镇发展股份有限公司举行《关于推进文旅产业高质量发展共建沿黄乡村振兴产业示范带的战略合作协议,9月14日,人民资讯,0.05,0.1,0.3,0.45,0.1
34089,棕榈生态城镇发展,棕榈生态城镇发展股份有限公司关于公司进行债权债务重组的...2022年1月1日? 证券代码：002431 证券简称：棕榈股份? 公告编号：2021-113 棕榈生态城镇发展股份有限公司 关于公司进行债权债务重组的公告 本公司及董事会全体成员保证信息披露内容的真实、准确和,1月1日,人民资讯,0.05,0.15,0.6,0.15,0.05
34090,棕榈生态城镇发展,"棕榈股份:中标宁陵县PPP项目,涉及金额约19.36亿元 - 每日...2021年5月25日? 棕榈股份：中标宁陵县PPP项目，涉及金额约19.36亿元 每经AI快讯，棕榈股份（SZ 002431，收盘价：2.96元）5月25日晚间发布公告称，棕榈生态城镇发展股份有限公司于今日收到“宁陵县",5月25日,百家号,0,0,0.2,0.3,0.5
34092,棕榈生态城镇发展,棕榈生态城镇发展股份有限公司关于使用部分闲置募集资金暂...2021年12月18日? 证券代码：002431 证券简称：棕榈股份? 公告编号：2021-106 棕榈生态城镇发展股份有限公司 关于使用部分闲置募集资金 暂时补充流动资金的公告 本公司及董事会全体成员保证信息披露,12月18日,人民资讯,0,0,0.8,0.15,0.05
34093,棕榈生态城镇发展,"全面深化战略布局,豫资控股集团大湾区窗口单位在棕榈股份...2021年3月15日? 3月13日下午，中原豫资投资控股集团有限公司大湾区窗口单位揭牌仪式在棕榈股份广州总部举行。中原豫资投资控股集团有限公司、棕榈生态城镇发展股份有限公司董事长秦建斌，豫资控股",3月15日,百家号,0,0,0.7,0.2,0.1
34094,棕榈生态城镇发展,棕榈股份:收到项目中标通知书 - 每日经济新闻2021年4月14日? 棕榈股份：收到项目中标通知书 每经AI快讯，棕榈股份（SZ 002431，收盘价：3.25元）4月14日晚间发布公告称，棕榈生态城镇发展股份有限公司于近日收到“山西长,4月14日,百家号,0.05,0.1,0.25,0.4,0.2
34095,棕榈生态城镇发展,棕榈生态城镇发展股份有限公司关于补充披露2020年年度报告...证券代码：002431 证券简称：棕榈股份? 公告编号：2021-067 棕榈生态城镇发展股份有限公司 关于补充披露2020年年度报告 相关内容的公告 本公司及董事会全体成员保证信息披露内容的真实、准确和完,,人民资讯,0.05,0.1,0.75,0.05,0.05
34096,棕榈生态城镇发展,棕榈生态城镇发展股份有限公司2021年第五次临时股东大会决...2021年8月28日? 棕榈生态城镇发展股份有限公司 2021年第五次临时股东大会决议公告 本公司及董事会全体成员保证信息披露内容的真实、准确和完整，没有虚假记载、误导性陈述或重大遗漏。特别提示：1,8月28日,人民资讯,0.05,0.1,0.5,0.3,0.05
34098,棕榈生态城镇发展,.,4月29日,百家号,0,0,0.8,0.15,0.05
34099,棕榈生态城镇发展,棕榈股份:股东吴桂昌拟协议转让8878万股 - 每日经济新闻2021年7月23日? 棕榈股份：股东吴桂昌拟协议转让8878万股 每经AI快讯，棕榈股份（SZ 002431，收盘价：2.79元）7月23日晚间发布公告称，棕榈生态城镇发展股份有限公司于2021年7,7月23日,百家号,0.1,0.2,0.5,0.15,0.05
34101,棕榈生态城镇发展,棕榈生态城镇发展股份有限公司2020年年度股东大会决议公告...2021年5月21日? 证券代码：002431 证券简称：棕榈股份? 公告编号：2021-051 棕榈生态城镇发展股份有限公司 2020年年度股东大会决议公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整,5月21日,人民资讯,0,0.2,0.6,0.2,0
34105,棕榈生态城镇发展,"债市风云|康美药业收上交所问询函,美兰机场债项评级遭下调...2021年1月5日? 6.棕榈生态城镇发展：公司可能承担担保责任导致账户部分资金被冻结事宜进展 7.中铝国际：对参股企业具差额补足承诺函的进展 8.康美药业：收到上交所关于ST康美",1月5日,百家号,0.3,0.6,0.1,0,0
34106,棕榈生态城镇发展,"今日,总投资200多亿的60个项目在汝州市同时开工! - 新时代...2021年3月14日? （施工单位：棕榈生态城镇发展股份有限公司）向阳安居新区一号院二期工程项目 汝州市向阳安居新区一号院二期位于汝州市向阳安居新区一号院内南部，主要新建2栋18层公租房，共计408",3月14日,新时代新汝州,0,0,0.2,0.6,0.2
34108,棕榈生态城镇发展,"2020年度全国城市园林绿化企业50强揭晓,年营收5亿元起评 -...第三名岭南生态的表现不尽如人意，从79.566亿元跌至66.513亿元，营收减少了13.053亿元，跌幅达16.4%。“全国园林50强”营业收入排名榜单 此外，棕榈生态城镇发展股份有限公司的数据让人眼前一亮，",,中国花卉报,0.1,0.2,0.4,0.25,0.05
34131,金科地产,金科地产回应实控人成为被执行人:系离婚财产分割引起分歧 ...2021年5月23日? 一、媒体报道情况简述 近日，金科地产集团股份有限公司(以下简称“公司”或“金科股份”)关注到乐居财经及相关媒体发布报道，该报道称“公司实控人黄红云成为被执行人，执行标的金,5月23日,人民资讯,0.3,0.6,0.1,0,0
34134,金科地产,"股价持续走低背后,金科地产问题不断 - 于见专栏2021年8月25日? 最近一年以来，金科地产的股价已经从去年八月份的高点10.5元每股下跌到了近日的不到5元每股，市值蒸发超过一半。而在金科股价持续走低的背后，还有其不断遭遇的公司内外风波。房地",8月25日,于见专栏,0.4,0.2,0.2,0.1,0.1
34138,金科地产,金科地产湖北区域董事长孙正军跳了几次槽 从碧桂园过来令...2021年12月20日? 他的前两家工作单位，规模确实比金科地产大不少。据悉，孙正军曾任万达集团荆门项目公司总经理、碧桂园集团武汉区域总裁，在此之前他还是泛海集团武汉中央商,12月20日,百家号,0.1,0.2,0.5,0.15,0.05
34140,金科地产,金科前11月累计销售1742亿 首开股份增两成至1067亿12月10日，金科地产集团股份有限公司披露2021年11月份销售情况。数据显示，2021年11月，金科股份及所投资的公司实现销售金额约126亿元，房地产销售面积约144万平方米。同比分,12月10日,百家号,0.05,0.1,0.3,0.4,0.15
34142,金科地产,千亿金科奋力保“绿档”!少拿地、多卖房、出售风电项目 - ...2021年8月31日? 在企业经营挣钱能力方面，金科地产扣非净利润为28.5亿元，较上年同期下滑了13.24%，主营业务经营表现为增收不增利。截至报告期末，金科股份净负债率降至77.08%,8月31日,百家号,0.2,0.3,0.3,0.1,0.1
34144,金科地产,金科地产集团股份有限公司关于回购部分社会公众股份的进展...2021年8月4日? 金科地产集团股份有限公司关于回购部分社会公众股份的进展公告 「本文来源：证券时报」本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大,8月4日,百家号,0.05,0.15,0.3,0.35,0.15
34148,金科地产,"金科股份实控人离婚案再添波澜,公司负债高企,毛利率下滑 -...2021年7月11日? 近日，金科地产集团股份有限公司（下称“金科股份”）公告称，公司实际控制人黄红云与前妻陶虹遐解除一致行动协议。解除后，黄红云仍为公司实际控制人。公告发布前一日，陶虹遐发布",7月11日,百家号,0.3,0.25,0.2,0.15,0.1
34150,金科地产,年报观察|金科地产:运营提效、激励机制改革赋能4500亿目标2021年4月9日? 2020年，金科超额完成了2000亿元的销售目标。年报显示，2020年，金科股份及所投资的公司全年实现销售金额2232亿元，同比增长20%；房地产销售面积2240万平方米，同比增长约18%。报告,4月9日,可研智库,0,0.1,0.7,0.15,0.05
34151,金科地产,金科地产:拟发行8亿元超短期融资券 - 新浪财经来源：中国网地产 中国网地产讯 4月7日，据上清所披露，金科地产拟发行8亿元超短期融资券，发行期限260天。债券名称为金科地产集团股份有限公司2021年度第二期超短期融资券，,4月7日,百家号,0,0,0.8,0.1,0.1
34152,金科地产,金科前10月销售1616亿亿元 行业百强排名192021年11月11日? 中华网财经11月11日讯：金科地产集团股份有限公司（简称：金科股份，000656.SZ）发布2021年10月份销售情况公告显示，2021年1-10月，金科及所投资的公司实现销售金额约1616亿元，同,11月11日,中华网财经,0,0,0.9,0.1,0
34153,金科地产,"鉴报|新一届管理层执掌的金科,“新五年”首份成绩单有何变...2021年9月2日? 2021年，对于金科地产集团股份有限公司（简称“金科”）来说不同寻常。这一年，是金科登陆资本市场的十周年，也是金科新五年高质量发展战略起航之年。去年底，金科发布《公司发展战",9月2日,新京报,0.05,0.1,0.4,0.3,0.15
34154,金科地产,金科2020年营收878亿净利增23.69% 负债率出现大幅下降 - ...2021年2月1日? 来源：观点地产网 2月1日，金科地产集团股份有限公司发布2020年度业绩快报。公告显示，2020年金科实现全年营业收入878.07亿元，同比增长29.56%；实现归属于上市,2月1日,百家号,0,0,0.1,0.4,0.5
34157,金科地产,“社会价值大于企业价值”!金科将ESG理念深深注入企业血脉2021年10月27日? 在此背景下，ESG发展理念逐步受到房地产行业的高度重视，越来越多的房地产上市企业发布了ESG报告，积极开展ESG实践及应用。这其中，金科地产集团股份有限公司（下称金科股份）就是,10月27日,投资时报,0,0.1,0.7,0.15,0.05
34159,金科地产,金科地产退出北京金科弘居置业100%股权 金科华北接盘来源：观点地产网 观点网讯：12月30日，金科地产集团股份有限公司退出投资企业北京金科弘居置业有限公司100%股权。股权变更前，北京金科弘居置业有限公司由金科地产集团股份,12月30日,金融界,0.1,0.2,0.5,0.15,0.05
34164,金科地产,上市10年——金科“进化论” - 金融界2021年8月23日? 不但金科地产主业增速迅猛，中指数据显示，2020年金科服务的整体增长率在大型物业服务企业中排名领先。 此外，金科服务还着力于和商业物业、产业园、医院、学,8月23日,金融界,0.05,0.15,0.6,0.15,0.05
34165,金科地产,"济南豪宅市场新贵,金科·东方博翠以三大亮点尽显奢华的品...2021年7月30日? 落到济南楼市中，在近几年的发展中，哪家房企实现了成功的进化？给我们印象最深的是金科地产。从2012年落子济南西客站，到近两年的金科·东方博翠、金科·琼华九璋，金科地产深耕济",7月30日,鲁网,0,0,0.8,0.2,0
34166,金科地产,金科清泉城全维度测评|寻找优选好房2021年11月9日? 特色描述：品牌地产智慧社区 产品特色概述：金科地产成立于1998年，是中国地产品牌价值10强，地产行业综合排名第15位，连续多年跻身“中国企业500强”。项目占地面积142759㎡，建筑,11月9日,乐居网山西,0,0,0.9,0.1,0
34167,金科地产,「贵阳樾筑地产」金科产业拿定小龙滩了?云岩区拟建新合群路2021年11月17日? 看到上面这一大通表述，我虽不能在产业招商尚未落地前直接评论说虚头巴脑，但总体确实很难给人信心。之所以信心缺失，一方面是因金科地产目前在贵阳的表现不佳，另一方面则因金科,11月17日,百家号,0.5,0.3,0.1,0.05,0.05
